Name,Wine,Region,Country,Winery,Regional Name,Varietal Name,Year,Rating,Price,Currency,Bottle Type
Livia Fontana Barbera d'Alba Superiore 2020,Barbera d'Alba Superiore,Barbera d'Alba,Italy,Livia Fontana,Italian,Barbera,2020,4,25.08,EUR,Bottle (0.75l)
Château Lespault Martillac Pessac-Léognan 2021,Pessac-Léognan,Pessac-Léognan,France,Château Lespault Martillac,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Domaine de Chevalier L'Esprit de Chevalier Pessac-Léognan 2021,L'Esprit de Chevalier Pessac-Léognan,Pessac-Léognan,France,Domaine de Chevalier,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Château Seguala Icône Côtes du Roussillon Villages 'Tautavel' 2020,Icône Côtes du Roussillon Villages 'Tautavel',Côtes du Roussillon Villages 'Tautavel',France,Château Seguala,Languedoc-Roussillon,Red,2020,4.3,25.1,EUR,Bottle (0.75l)
Banfi Aska Bolgheri 2021,Aska Bolgheri,Bolgheri,Italy,Banfi,Italian,Bolgheri,2021,4,25.1,EUR,Bottle (0.75l)
Domaine Ledogar Corbières Boutenac 2020,Corbières Boutenac,Corbières Boutenac,France,Domaine Ledogar,Languedoc-Roussillon,Red,2020,4.2,25.1,EUR,Bottle (0.75l)
Domaine de Fontavin Combe Sauvage Gigondas 2020,Combe Sauvage Gigondas,Gigondas,France,Domaine de Fontavin,Southern Rhône,Red,2020,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2022,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2022,4,25.1,EUR,Bottle (0.75l)
Domaine Parigot Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière' 2023,Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière',Bourgogne Hautes-Côtes de Beaune,France,Domaine Parigot,Burgundy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2023,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Barale Fratelli Langhe Nebbiolo 2022,Langhe Nebbiolo,Langhe,Italy,Barale Fratelli,Italian,Nebbiolo,2022,4,25.1,EUR,Bottle (0.75l)
Elena Walch Lagrein (Selezione) 2022,Lagrein (Selezione),Südtirol - Alto Adige,Italy,Elena Walch,Northern Italy,Red,2022,4,25.11,EUR,Bottle (0.75l)
Château Fontenil Fronsac 2019,Fronsac,Fronsac,France,Château Fontenil,Bordeaux Right Bank,Libournais Red,2019,4,25.12,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2020,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2020,4,25,EUR,Bottle (0.75l)
Niepoort Douro Vertente Tinto 2020,Douro Vertente Tinto,Douro,Portugal,Niepoort,Portuguese,Douro Red,2020,4,25,EUR,Bottle (0.75l)
Le Clos d'Elpis Pandore 2022,Pandore,Languedoc-Roussillon,France,Le Clos d'Elpis,Languedoc-Roussillon,Grenache,2022,4.3,25,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2021,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2021,4,25,EUR,Bottle (0.75l)
Jean Féry & Fils Bourgogne Hautes-Côtes-de-Beaune 2022,Bourgogne Hautes-Côtes-de-Beaune,Bourgogne Hautes-Côtes de Beaune,France,Jean Féry & Fils,Burgundy,Red,2022,4,25,EUR,Bottle (0.75l)
Château de Ferrand Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2017,Le Different de Chateau de Ferrand Saint Emilion Grand Cru,Saint-Émilion Grand Cru,France,Château de Ferrand,Bordeaux Right Bank,Saint-Émilion,2017,4,25,EUR,Bottle (0.75l)
Château du Tertre Les Hauts du Tertre Margaux 2018,Les Hauts du Tertre Margaux,Margaux,France,Château du Tertre,Bordeaux Left Bank,Margaux,2018,4,25,EUR,Bottle (0.75l)
Caparzo Cult Cà Del Pazzo 2020,Cult Cà Del Pazzo,Sant'Antimo,Italy,Caparzo,Tuscan,Red,2020,4.1,25.03,EUR,Bottle (0.75l)
Domaine de la Pointe Pomerol 2019,Pomerol,Pomerol,France,Domaine de la Pointe,Bordeaux Right Bank,Pomerol,2019,4,25.04,EUR,Bottle (0.75l)
Château Poujeaux Moulis-en-Médoc 2019,Moulis-en-Médoc,Moulis-en-Médoc,France,Château Poujeaux,Bordeaux Left Bank,Moulis-en-Médoc,2019,4,25.05,EUR,Bottle (0.75l)
Château Olivier Pessac-Léognan (Grand Cru Classé) 2020,Pessac-Léognan (Grand Cru Classé),Pessac-Léognan,France,Château Olivier,Bordeaux Left Bank,Pessac-Léognan,2020,4.1,25.05,EUR,Bottle (0.75l)
Château La Tour de Mons Margaux 2019,Margaux,Margaux,France,Château La Tour de Mons,Bordeaux Left Bank,Margaux,2019,4.1,25.07,EUR,Bottle (0.75l)
Livia Fontana Barbera d'Alba Superiore 2020,Barbera d'Alba Superiore,Barbera d'Alba,Italy,Livia Fontana,Italian,Barbera,2020,4,25.08,EUR,Bottle (0.75l)
Château Lespault Martillac Pessac-Léognan 2021,Pessac-Léognan,Pessac-Léognan,France,Château Lespault Martillac,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Domaine de Chevalier L'Esprit de Chevalier Pessac-Léognan 2021,L'Esprit de Chevalier Pessac-Léognan,Pessac-Léognan,France,Domaine de Chevalier,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Château Seguala Icône Côtes du Roussillon Villages 'Tautavel' 2020,Icône Côtes du Roussillon Villages 'Tautavel',Côtes du Roussillon Villages 'Tautavel',France,Château Seguala,Languedoc-Roussillon,Red,2020,4.3,25.1,EUR,Bottle (0.75l)
Banfi Aska Bolgheri 2021,Aska Bolgheri,Bolgheri,Italy,Banfi,Italian,Bolgheri,2021,4,25.1,EUR,Bottle (0.75l)
Domaine Ledogar Corbières Boutenac 2020,Corbières Boutenac,Corbières Boutenac,France,Domaine Ledogar,Languedoc-Roussillon,Red,2020,4.2,25.1,EUR,Bottle (0.75l)
Domaine de Fontavin Combe Sauvage Gigondas 2020,Combe Sauvage Gigondas,Gigondas,France,Domaine de Fontavin,Southern Rhône,Red,2020,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2022,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2022,4,25.1,EUR,Bottle (0.75l)
Domaine Parigot Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière' 2023,Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière',Bourgogne Hautes-Côtes de Beaune,France,Domaine Parigot,Burgundy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Barale Fratelli Langhe Nebbiolo 2022,Langhe Nebbiolo,Langhe,Italy,Barale Fratelli,Italian,Nebbiolo,2022,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2023,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Elena Walch Lagrein (Selezione) 2022,Lagrein (Selezione),Südtirol - Alto Adige,Italy,Elena Walch,Northern Italy,Red,2022,4,25.11,EUR,Bottle (0.75l)
Château Fontenil Fronsac 2019,Fronsac,Fronsac,France,Château Fontenil,Bordeaux Right Bank,Libournais Red,2019,4,25.12,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2020,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2020,4,25,EUR,Bottle (0.75l)
Niepoort Douro Vertente Tinto 2020,Douro Vertente Tinto,Douro,Portugal,Niepoort,Portuguese,Douro Red,2020,4,25,EUR,Bottle (0.75l)
Le Clos d'Elpis Pandore 2022,Pandore,Languedoc-Roussillon,France,Le Clos d'Elpis,Languedoc-Roussillon,Grenache,2022,4.3,25,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2021,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2021,4,25,EUR,Bottle (0.75l)
Jean Féry & Fils Bourgogne Hautes-Côtes-de-Beaune 2022,Bourgogne Hautes-Côtes-de-Beaune,Bourgogne Hautes-Côtes de Beaune,France,Jean Féry & Fils,Burgundy,Red,2022,4,25,EUR,Bottle (0.75l)
Château de Ferrand Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2017,Le Different de Chateau de Ferrand Saint Emilion Grand Cru,Saint-Émilion Grand Cru,France,Château de Ferrand,Bordeaux Right Bank,Saint-Émilion,2017,4,25,EUR,Bottle (0.75l)
Château du Tertre Les Hauts du Tertre Margaux 2018,Les Hauts du Tertre Margaux,Margaux,France,Château du Tertre,Bordeaux Left Bank,Margaux,2018,4,25,EUR,Bottle (0.75l)
Caparzo Cult Cà Del Pazzo 2020,Cult Cà Del Pazzo,Sant'Antimo,Italy,Caparzo,Tuscan,Red,2020,4.1,25.03,EUR,Bottle (0.75l)
Domaine de la Pointe Pomerol 2019,Pomerol,Pomerol,France,Domaine de la Pointe,Bordeaux Right Bank,Pomerol,2019,4,25.04,EUR,Bottle (0.75l)
Château Poujeaux Moulis-en-Médoc 2019,Moulis-en-Médoc,Moulis-en-Médoc,France,Château Poujeaux,Bordeaux Left Bank,Moulis-en-Médoc,2019,4,25.05,EUR,Bottle (0.75l)
Château Olivier Pessac-Léognan (Grand Cru Classé) 2020,Pessac-Léognan (Grand Cru Classé),Pessac-Léognan,France,Château Olivier,Bordeaux Left Bank,Pessac-Léognan,2020,4.1,25.05,EUR,Bottle (0.75l)
Château La Tour de Mons Margaux 2019,Margaux,Margaux,France,Château La Tour de Mons,Bordeaux Left Bank,Margaux,2019,4.1,25.07,EUR,Bottle (0.75l)
Livia Fontana Barbera d'Alba Superiore 2020,Barbera d'Alba Superiore,Barbera d'Alba,Italy,Livia Fontana,Italian,Barbera,2020,4,25.08,EUR,Bottle (0.75l)
Château Lespault Martillac Pessac-Léognan 2021,Pessac-Léognan,Pessac-Léognan,France,Château Lespault Martillac,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Domaine de Chevalier L'Esprit de Chevalier Pessac-Léognan 2021,L'Esprit de Chevalier Pessac-Léognan,Pessac-Léognan,France,Domaine de Chevalier,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Château Seguala Icône Côtes du Roussillon Villages 'Tautavel' 2020,Icône Côtes du Roussillon Villages 'Tautavel',Côtes du Roussillon Villages 'Tautavel',France,Château Seguala,Languedoc-Roussillon,Red,2020,4.3,25.1,EUR,Bottle (0.75l)
Banfi Aska Bolgheri 2021,Aska Bolgheri,Bolgheri,Italy,Banfi,Italian,Bolgheri,2021,4,25.1,EUR,Bottle (0.75l)
Domaine de Fontavin Combe Sauvage Gigondas 2020,Combe Sauvage Gigondas,Gigondas,France,Domaine de Fontavin,Southern Rhône,Red,2020,4,25.1,EUR,Bottle (0.75l)
Domaine Ledogar Corbières Boutenac 2020,Corbières Boutenac,Corbières Boutenac,France,Domaine Ledogar,Languedoc-Roussillon,Red,2020,4.2,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2022,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2022,4,25.1,EUR,Bottle (0.75l)
Domaine Parigot Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière' 2023,Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière',Bourgogne Hautes-Côtes de Beaune,France,Domaine Parigot,Burgundy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Barale Fratelli Langhe Nebbiolo 2022,Langhe Nebbiolo,Langhe,Italy,Barale Fratelli,Italian,Nebbiolo,2022,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2023,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Elena Walch Lagrein (Selezione) 2022,Lagrein (Selezione),Südtirol - Alto Adige,Italy,Elena Walch,Northern Italy,Red,2022,4,25.11,EUR,Bottle (0.75l)
Château Fontenil Fronsac 2019,Fronsac,Fronsac,France,Château Fontenil,Bordeaux Right Bank,Libournais Red,2019,4,25.12,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2020,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2020,4,25,EUR,Bottle (0.75l)
Le Clos d'Elpis Pandore 2022,Pandore,Languedoc-Roussillon,France,Le Clos d'Elpis,Languedoc-Roussillon,Grenache,2022,4.3,25,EUR,Bottle (0.75l)
Niepoort Douro Vertente Tinto 2020,Douro Vertente Tinto,Douro,Portugal,Niepoort,Portuguese,Douro Red,2020,4,25,EUR,Bottle (0.75l)
Jean Féry & Fils Bourgogne Hautes-Côtes-de-Beaune 2022,Bourgogne Hautes-Côtes-de-Beaune,Bourgogne Hautes-Côtes de Beaune,France,Jean Féry & Fils,Burgundy,Red,2022,4,25,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2021,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2021,4,25,EUR,Bottle (0.75l)
Château de Ferrand Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2017,Le Different de Chateau de Ferrand Saint Emilion Grand Cru,Saint-Émilion Grand Cru,France,Château de Ferrand,Bordeaux Right Bank,Saint-Émilion,2017,4,25,EUR,Bottle (0.75l)
Château du Tertre Les Hauts du Tertre Margaux 2018,Les Hauts du Tertre Margaux,Margaux,France,Château du Tertre,Bordeaux Left Bank,Margaux,2018,4,25,EUR,Bottle (0.75l)
Caparzo Cult Cà Del Pazzo 2020,Cult Cà Del Pazzo,Sant'Antimo,Italy,Caparzo,Tuscan,Red,2020,4.1,25.03,EUR,Bottle (0.75l)
Domaine de la Pointe Pomerol 2019,Pomerol,Pomerol,France,Domaine de la Pointe,Bordeaux Right Bank,Pomerol,2019,4,25.04,EUR,Bottle (0.75l)
Château Poujeaux Moulis-en-Médoc 2019,Moulis-en-Médoc,Moulis-en-Médoc,France,Château Poujeaux,Bordeaux Left Bank,Moulis-en-Médoc,2019,4,25.05,EUR,Bottle (0.75l)
Château Olivier Pessac-Léognan (Grand Cru Classé) 2020,Pessac-Léognan (Grand Cru Classé),Pessac-Léognan,France,Château Olivier,Bordeaux Left Bank,Pessac-Léognan,2020,4.1,25.05,EUR,Bottle (0.75l)
Château La Tour de Mons Margaux 2019,Margaux,Margaux,France,Château La Tour de Mons,Bordeaux Left Bank,Margaux,2019,4.1,25.07,EUR,Bottle (0.75l)
Livia Fontana Barbera d'Alba Superiore 2020,Barbera d'Alba Superiore,Barbera d'Alba,Italy,Livia Fontana,Italian,Barbera,2020,4,25.08,EUR,Bottle (0.75l)
Château Lespault Martillac Pessac-Léognan 2021,Pessac-Léognan,Pessac-Léognan,France,Château Lespault Martillac,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Domaine de Chevalier L'Esprit de Chevalier Pessac-Léognan 2021,L'Esprit de Chevalier Pessac-Léognan,Pessac-Léognan,France,Domaine de Chevalier,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Château Seguala Icône Côtes du Roussillon Villages 'Tautavel' 2020,Icône Côtes du Roussillon Villages 'Tautavel',Côtes du Roussillon Villages 'Tautavel',France,Château Seguala,Languedoc-Roussillon,Red,2020,4.3,25.1,EUR,Bottle (0.75l)
Banfi Aska Bolgheri 2021,Aska Bolgheri,Bolgheri,Italy,Banfi,Italian,Bolgheri,2021,4,25.1,EUR,Bottle (0.75l)
Domaine Ledogar Corbières Boutenac 2020,Corbières Boutenac,Corbières Boutenac,France,Domaine Ledogar,Languedoc-Roussillon,Red,2020,4.2,25.1,EUR,Bottle (0.75l)
Domaine de Fontavin Combe Sauvage Gigondas 2020,Combe Sauvage Gigondas,Gigondas,France,Domaine de Fontavin,Southern Rhône,Red,2020,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2022,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2022,4,25.1,EUR,Bottle (0.75l)
Domaine Parigot Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière' 2023,Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière',Bourgogne Hautes-Côtes de Beaune,France,Domaine Parigot,Burgundy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2023,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Barale Fratelli Langhe Nebbiolo 2022,Langhe Nebbiolo,Langhe,Italy,Barale Fratelli,Italian,Nebbiolo,2022,4,25.1,EUR,Bottle (0.75l)
Elena Walch Lagrein (Selezione) 2022,Lagrein (Selezione),Südtirol - Alto Adige,Italy,Elena Walch,Northern Italy,Red,2022,4,25.11,EUR,Bottle (0.75l)
Château Fontenil Fronsac 2019,Fronsac,Fronsac,France,Château Fontenil,Bordeaux Right Bank,Libournais Red,2019,4,25.12,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2020,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2020,4,25,EUR,Bottle (0.75l)
Le Clos d'Elpis Pandore 2022,Pandore,Languedoc-Roussillon,France,Le Clos d'Elpis,Languedoc-Roussillon,Grenache,2022,4.3,25,EUR,Bottle (0.75l)
Niepoort Douro Vertente Tinto 2020,Douro Vertente Tinto,Douro,Portugal,Niepoort,Portuguese,Douro Red,2020,4,25,EUR,Bottle (0.75l)
Jean Féry & Fils Bourgogne Hautes-Côtes-de-Beaune 2022,Bourgogne Hautes-Côtes-de-Beaune,Bourgogne Hautes-Côtes de Beaune,France,Jean Féry & Fils,Burgundy,Red,2022,4,25,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2021,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2021,4,25,EUR,Bottle (0.75l)
Château de Ferrand Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2017,Le Different de Chateau de Ferrand Saint Emilion Grand Cru,Saint-Émilion Grand Cru,France,Château de Ferrand,Bordeaux Right Bank,Saint-Émilion,2017,4,25,EUR,Bottle (0.75l)
Château du Tertre Les Hauts du Tertre Margaux 2018,Les Hauts du Tertre Margaux,Margaux,France,Château du Tertre,Bordeaux Left Bank,Margaux,2018,4,25,EUR,Bottle (0.75l)
Caparzo Cult Cà Del Pazzo 2020,Cult Cà Del Pazzo,Sant'Antimo,Italy,Caparzo,Tuscan,Red,2020,4.1,25.03,EUR,Bottle (0.75l)
Domaine de la Pointe Pomerol 2019,Pomerol,Pomerol,France,Domaine de la Pointe,Bordeaux Right Bank,Pomerol,2019,4,25.04,EUR,Bottle (0.75l)
Château Poujeaux Moulis-en-Médoc 2019,Moulis-en-Médoc,Moulis-en-Médoc,France,Château Poujeaux,Bordeaux Left Bank,Moulis-en-Médoc,2019,4,25.05,EUR,Bottle (0.75l)
Château Olivier Pessac-Léognan (Grand Cru Classé) 2020,Pessac-Léognan (Grand Cru Classé),Pessac-Léognan,France,Château Olivier,Bordeaux Left Bank,Pessac-Léognan,2020,4.1,25.05,EUR,Bottle (0.75l)
Château La Tour de Mons Margaux 2019,Margaux,Margaux,France,Château La Tour de Mons,Bordeaux Left Bank,Margaux,2019,4.1,25.07,EUR,Bottle (0.75l)
Livia Fontana Barbera d'Alba Superiore 2020,Barbera d'Alba Superiore,Barbera d'Alba,Italy,Livia Fontana,Italian,Barbera,2020,4,25.08,EUR,Bottle (0.75l)
Château Lespault Martillac Pessac-Léognan 2021,Pessac-Léognan,Pessac-Léognan,France,Château Lespault Martillac,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Domaine de Chevalier L'Esprit de Chevalier Pessac-Léognan 2021,L'Esprit de Chevalier Pessac-Léognan,Pessac-Léognan,France,Domaine de Chevalier,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Château Seguala Icône Côtes du Roussillon Villages 'Tautavel' 2020,Icône Côtes du Roussillon Villages 'Tautavel',Côtes du Roussillon Villages 'Tautavel',France,Château Seguala,Languedoc-Roussillon,Red,2020,4.3,25.1,EUR,Bottle (0.75l)
Banfi Aska Bolgheri 2021,Aska Bolgheri,Bolgheri,Italy,Banfi,Italian,Bolgheri,2021,4,25.1,EUR,Bottle (0.75l)
Domaine Ledogar Corbières Boutenac 2020,Corbières Boutenac,Corbières Boutenac,France,Domaine Ledogar,Languedoc-Roussillon,Red,2020,4.2,25.1,EUR,Bottle (0.75l)
Domaine de Fontavin Combe Sauvage Gigondas 2020,Combe Sauvage Gigondas,Gigondas,France,Domaine de Fontavin,Southern Rhône,Red,2020,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2022,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2022,4,25.1,EUR,Bottle (0.75l)
Domaine Parigot Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière' 2023,Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière',Bourgogne Hautes-Côtes de Beaune,France,Domaine Parigot,Burgundy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2023,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2023,4,25.1,EUR,Bottle (0.75l)
Barale Fratelli Langhe Nebbiolo 2022,Langhe Nebbiolo,Langhe,Italy,Barale Fratelli,Italian,Nebbiolo,2022,4,25.1,EUR,Bottle (0.75l)
Elena Walch Lagrein (Selezione) 2022,Lagrein (Selezione),Südtirol - Alto Adige,Italy,Elena Walch,Northern Italy,Red,2022,4,25.11,EUR,Bottle (0.75l)
Château Fontenil Fronsac 2019,Fronsac,Fronsac,France,Château Fontenil,Bordeaux Right Bank,Libournais Red,2019,4,25.12,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2020,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2020,4,25,EUR,Bottle (0.75l)
Le Clos d'Elpis Pandore 2022,Pandore,Languedoc-Roussillon,France,Le Clos d'Elpis,Languedoc-Roussillon,Grenache,2022,4.3,25,EUR,Bottle (0.75l)
Niepoort Douro Vertente Tinto 2020,Douro Vertente Tinto,Douro,Portugal,Niepoort,Portuguese,Douro Red,2020,4,25,EUR,Bottle (0.75l)
Jean Féry & Fils Bourgogne Hautes-Côtes-de-Beaune 2022,Bourgogne Hautes-Côtes-de-Beaune,Bourgogne Hautes-Côtes de Beaune,France,Jean Féry & Fils,Burgundy,Red,2022,4,25,EUR,Bottle (0.75l)
Château Marceline Saint-Estèphe 2021,Saint-Estèphe,Saint-Estèphe,France,Château Marceline,Bordeaux Left Bank,Saint-Estèphe,2021,4,25,EUR,Bottle (0.75l)
Château de Ferrand Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2017,Le Different de Chateau de Ferrand Saint Emilion Grand Cru,Saint-Émilion Grand Cru,France,Château de Ferrand,Bordeaux Right Bank,Saint-Émilion,2017,4,25,EUR,Bottle (0.75l)
Château du Tertre Les Hauts du Tertre Margaux 2018,Les Hauts du Tertre Margaux,Margaux,France,Château du Tertre,Bordeaux Left Bank,Margaux,2018,4,25,EUR,Bottle (0.75l)
Caparzo Cult Cà Del Pazzo 2020,Cult Cà Del Pazzo,Sant'Antimo,Italy,Caparzo,Tuscan,Red,2020,4.1,25.03,EUR,Bottle (0.75l)
Domaine de la Pointe Pomerol 2019,Pomerol,Pomerol,France,Domaine de la Pointe,Bordeaux Right Bank,Pomerol,2019,4,25.04,EUR,Bottle (0.75l)
Château Poujeaux Moulis-en-Médoc 2019,Moulis-en-Médoc,Moulis-en-Médoc,France,Château Poujeaux,Bordeaux Left Bank,Moulis-en-Médoc,2019,4,25.05,EUR,Bottle (0.75l)
Château Olivier Pessac-Léognan (Grand Cru Classé) 2020,Pessac-Léognan (Grand Cru Classé),Pessac-Léognan,France,Château Olivier,Bordeaux Left Bank,Pessac-Léognan,2020,4.1,25.05,EUR,Bottle (0.75l)
Château La Tour de Mons Margaux 2019,Margaux,Margaux,France,Château La Tour de Mons,Bordeaux Left Bank,Margaux,2019,4.1,25.07,EUR,Bottle (0.75l)
Livia Fontana Barbera d'Alba Superiore 2020,Barbera d'Alba Superiore,Barbera d'Alba,Italy,Livia Fontana,Italian,Barbera,2020,4,25.08,EUR,Bottle (0.75l)
Château Lespault Martillac Pessac-Léognan 2021,Pessac-Léognan,Pessac-Léognan,France,Château Lespault Martillac,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Domaine de Chevalier L'Esprit de Chevalier Pessac-Léognan 2021,L'Esprit de Chevalier Pessac-Léognan,Pessac-Léognan,France,Domaine de Chevalier,Bordeaux Left Bank,Pessac-Léognan,2021,4,25.09,EUR,Bottle (0.75l)
Château Seguala Icône Côtes du Roussillon Villages 'Tautavel' 2020,Icône Côtes du Roussillon Villages 'Tautavel',Côtes du Roussillon Villages 'Tautavel',France,Château Seguala,Languedoc-Roussillon,Red,2020,4.3,25.1,EUR,Bottle (0.75l)
Banfi Aska Bolgheri 2021,Aska Bolgheri,Bolgheri,Italy,Banfi,Italian,Bolgheri,2021,4,25.1,EUR,Bottle (0.75l)
Domaine Ledogar Corbières Boutenac 2020,Corbières Boutenac,Corbières Boutenac,France,Domaine Ledogar,Languedoc-Roussillon,Red,2020,4.2,25.1,EUR,Bottle (0.75l)
Domaine de Fontavin Combe Sauvage Gigondas 2020,Combe Sauvage Gigondas,Gigondas,France,Domaine de Fontavin,Southern Rhône,Red,2020,4,25.1,EUR,Bottle (0.75l)
Scarpa Verduno Pelaverga 2022,Verduno Pelaverga,Verduno,Italy,Scarpa,Northern Italy,Red,2022,4,25.1,EUR,Bottle (0.75l)
Domaine Parigot Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière' 2023,Bourgogne Hautes-Côtes de Beaune 'Clos de La Perrière',Bourgogne Hautes-Côtes de Beaune,France,Domaine Parigot,Burgundy,Red,2023,4,25.1,EUR,Bottle (0.75l)
